"priceper","year","dateoftransfer","propertytype","duration","price","postcode","lad21cd","transactionid","id","tfarea","numberrooms","classt","CURRENT_ENERGY_EFFICIENCY","POTENTIAL_ENERGY_EFFICIENCY","CONSTRUCTION_AGE_BAND"
8534.48275862069,2015,2015-06-01,"F","L",495000,"E1 7LS","E09000001","{23B6165D-CF54-FCF4-E050-A8C0620577FA}","21451032",58,2,11,76,76,"England and Wales: 2007 onwards"
10113.6363636364,2015,2015-05-18,"F","L",445000,"E1 7LS","E09000001","{23B6165D-CEDE-FCF4-E050-A8C0620577FA}","21453700",44,2,11,58,58,"England and Wales: 2007 onwards"
2736.5963060686,1998,1998-05-08,"F","L",207434,"E1 7LS","E09000001","{A19C80BA-A1F0-4E23-8F1E-7E6FAE7ACCEE}","21475529",75.8,3,12,75,79,"England and Wales: 1983-1990"
12000,2015,2015-09-18,"F","L",900000,"E1 7LS","E09000001","{23B6165D-D164-FCF4-E050-A8C0620577FA}","21469811",75,4,11,66,66,"England and Wales: 2007 onwards"
6068.60158311346,2009,2009-04-03,"F","L",460000,"E1 7LS","E09000001","{8674EB09-AE9D-4938-9DCD-961602809906}","21475529",75.8,3,12,75,79,"England and Wales: 1983-1990"
1253.2981530343,1997,1997-03-17,"F","L",95000,"E1 7LS","E09000001","{BFF001AB-0E8E-4017-9675-82044E57EE76}","21475529",75.8,3,12,75,79,"England and Wales: 1983-1990"
8620.68965517241,2018,2018-11-16,"F","L",500000,"E1 7LS","E09000001","{7C2D06FF-9EF8-4963-E053-6B04A8C07B97}","21499244",58,2,11,56,56,"England and Wales: 2007 onwards"
11044.776119403,2015,2015-05-15,"F","L",740000,"E1 7LS","E09000001","{955772DC-25F8-469E-AF6F-BB76CEC0ABB9}","21430952",67,2,11,57,57,"England and Wales: 2007 onwards"
11202.5316455696,2015,2015-10-22,"F","L",885000,"E1 7LS","E09000001","{2FD36065-22D2-4BF8-E050-A8C0620562B1}","21391777",79,4,11,65,65,"England and Wales: 2007 onwards"
10113.75,2015,2015-05-15,"F","L",445005,"E1 7LS","E09000001","{23B6165D-CF5F-FCF4-E050-A8C0620577FA}","21420469",44,2,11,75,75,"England and Wales: 2007 onwards"
12469.8795180723,2016,2016-05-24,"F","F",1035000,"E1 7LS","E09000001","{39140479-3DAF-3206-E050-A8C063057647}","21461489",83,NA,11,81,81,"NO DATA!"
3950.61728395062,1999,1999-10-01,"F","L",320000,"E1 8BZ","E09000001","{50362CA6-2651-4D0E-9B38-FACC6B301427}","18435368",81,3,12,73,78,"England and Wales: 1996-2002"
3260.38903625111,1999,1999-05-14,"F","L",147500,"E1 8BZ","E09000001","{5B3DCC39-2B7E-4EF1-82E7-3405A755D157}","18438463",45.24,2,12,80,82,"England and Wales: 1996-2002"
4574.46808510638,2003,2003-05-09,"F","L",215000,"E1 8BZ","E09000001","{E4CD596B-183D-4F5F-ABA5-CD78F6B95DE9}","18438433",47,2,12,74,77,"England and Wales: 1996-2002"
5148.93617021277,2005,2005-06-09,"F","L",242000,"E1 8BZ","E09000001","{6F58B0AF-429E-4C9F-B367-9D3D2CAD8B73}","18438433",47,2,12,74,77,"England and Wales: 1996-2002"
4210.52631578947,2001,2001-04-06,"F","L",400000,"E1 8BZ","E09000001","{3E0330F0-18B6-8D89-E050-A8C062052140}","18439304",95,3,11,71,75,"England and Wales: 1996-2002"
5703.55191256831,2007,2007-03-16,"F","L",417500,"E1 8BZ","E09000001","{640A7C0E-AA0F-4EBD-AC8F-597D5736BBFD}","18437313",73.2,3,12,71,78,"England and Wales: 1930-1949"
